file,iden,name,position,team,before,after,source
1979,0A39A7F5-3ED0-3E19-55FA-F6EE4F4475B1,Haskel Stanback,RB,ATL,dark,dark,"Mike period layer, PSKI {'4': 2, '5': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL']"
1979,56DF057C-D40F-BCCE-8535-8F9BECF0F3F8,James Mayberry,RB,ATL,dark,dark,"Mike period layer, PSKI {'4': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,E4DB5E55-E05D-89BD-26D6-5376D334BE6C,Jeff Merrow,DE,ATL,light,light,"Mike period layer, PSKI {'0': 4, '1': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,CDF6CF8F-77B5-3A95-F5E8-C217FB587F16,Jeff Van Note,C,ATL,light,light,"Mike period layer, PSKI {'2': 6, '1': 2}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,6F877BE1-2B67-EA39-15F0-B73A853CC164,Jeff Yeates,DE,ATL,light,light,"Mike period layer, PSKI {'0': 5, '1': 3}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,010452B6-B55D-F05E-A976-73C40EA874E3,Jerome King,CB,ATL,dark,dark,archive fallback — not in Mike
1979,44BAD946-B9A6-F98B-F8BA-3E8FC431B7D1,Jim Mitchell,TE,ATL,light,dark,"Mike period layer, PSKI {'4': 3, '5': 6}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,28D8AC9E-9F8E-FF3F-7EEF-E18541EF5B02,Joel Williams,OLB,ATL,dark,dark,"Mike period layer, PSKI {'4': 2, '5': 1}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,C0872892-6CB5-6AAE-8CC0-DD7C24E27AAB,John James,P,ATL,light,light,"Mike period layer, PSKI {'1': 9}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,AE1CDB78-0DAF-78A2-2AD5-F33A75089BF7,June Jones,QB,ATL,light,dark,"Mike period layer, PSKI {'3': 1}, files ['1978Roster (1).PLAY.']"
1979,2EBA80FA-C164-1BE6-FB77-50D89F29CC22,Lynn Cain,RB,ATL,dark,dark,"Mike period layer, PSKI {'4': 1, '5': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,5DDC7AF3-DC38-BF8A-87F6-C18536F93DB4,Mike Kenn,OT,ATL,light,light,"Mike period layer, PSKI {'1': 2, '0': 4}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,BCD337C7-C463-5613-2034-F59C5FD1487F,Mike Lewis,DT,ATL,light,dark,"Mike period layer, PSKI {'5': 4}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL']"
1979,C3B9E1F2-3C5C-EEC4-4031-98AA35ABD6FE,Mike Moroski,QB,ATL,light,light,"Mike period layer, PSKI {'0': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,210BFFB9-88FE-F669-E0CD-C809374EB4C8,Mike Zele,DT,ATL,light,light,"Mike period layer, PSKI {'0': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,4AF52FE4-DE9C-31D5-4586-4DEE85F0F3D3,Pat Howell,OG,ATL,light,light,"Mike period layer, PSKI {'0': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,AA64367F-E122-63E0-5F41-40F1C3D67AAF,Paul Ryczek,C,ATL,light,light,"Mike period layer, PSKI {'1': 3}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL']"
1979,CBCF7B56-AFC4-AEB5-CC7E-F0C1EB846F6D,Phil McKinnely,OT,ATL,dark,dark,"Mike period layer, PSKI {'4': 2, '5': 3, '6': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,10938504-C539-5191-FB69-A1A1ED267E4A,R.C. Thielemann,OG,ATL,light,light,"Mike period layer, PSKI {'1': 8}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,4D9957E1-6669-A925-D08F-9ACB9CF5E0ED,Ray Easterling,S,ATL,dark,light,"Mike period layer, PSKI {'0': 3, '1': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL']"
1979,C126B00C-A0EF-B72C-E5A1-057339B94D2D,Ray Strong,RB,ATL,dark,dark,"Mike period layer, PSKI {'4': 1, '5': 2}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,707AA1FC-DD41-CAB1-6074-2200FBDBEDE6,Rick Byas,CB,ATL,dark,dark,"Mike period layer, PSKI {'4': 4, '5': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,7A5DF136-2761-1AD1-4A6C-2C4362C134D3,Robert Pennywell,MLB,ATL,dark,dark,"Mike period layer, PSKI {'5': 4}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,F0F88453-D9EB-6243-E8C9-B1BD902502DA,Rolland Lawrence,CB,ATL,dark,dark,"Mike period layer, PSKI {'5': 4, '4': 3}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,F7A75EE5-1B6F-88CB-96D5-7878FE99DD13,Ronnie McCartney,MLB,ATL,dark,dark,archive fallback — not in Mike
1979,1C62A586-E3B7-4993-2537-C613F04666C5,Russ Mikeska,TE,ATL,light,light,"Mike period layer, PSKI {'0': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,AE72EBB3-67A3-05CE-C5F7-60A7AC5FB287,Steve Bartkowski,QB,ATL,light,light,"Mike period layer, PSKI {'0': 5, '1': 2}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,9F207CE0-1F84-8AC7-04A3-9343A5237942,Tim Mazzetti,K,ATL,light,light,"Mike period layer, PSKI {'1': 4}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,EFC0FD43-A889-CA6E-0029-6C1A16187E12,Tom Moriarty,CB,ATL,light,light,"Mike period layer, PSKI {'1': 1}, files ['1978Roster (1).PLAY.']"
1979,427915AD-0021-5D8D-5274-9530A72229EA,Tom Pridemore,S,ATL,dark,light,"hand-verified by photograph (Ryan, 2026-09-03), protected"
1979,B08EBC0A-75C0-67E4-59C4-39AA778AE9D1,Tony Daykin,OLB,ATL,light,light,"Mike period layer, PSKI {'1': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,41A07EBB-B39B-D8BA-E8A6-9D2E08A49094,Wally Francis,WR,ATL,dark,dark,archive fallback — not in Mike
1979,AC21519F-D7AA-2FC1-B418-E374002276C9,Warren Bryant,OT,ATL,dark,dark,"Mike period layer, PSKI {'5': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,00A40AE4-D30F-0D8D-2B8C-5EEC0FB585FA,William Andrews,RB,ATL,dark,dark,"Mike period layer, PSKI {'5': 1, '4': 3}, files ['Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,9493380D-5BAC-E5A6-0562-322AD09D9A72,Wilson Faumuina,DT,ATL,dark,dark,"Mike period layer, PSKI {'3': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,894BF471-4809-1F4A-A17C-CCB59A82AEA5,Barry Krauss,MLB,BAL,light,light,"Mike period layer, PSKI {'2': 2}, files ['Mike-NFL1970-1974.PL', 'Mike-NFL1980-1989.PL']"
1979,A79F5D1D-4059-FDE5-722C-2E81299F0565,Ben Garry,RB,BAL,dark,dark,archive fallback — not in Mike
1979,60678828-3B54-5524-2909-AE70EECB4575,Bert Jones,QB,BAL,light,light,"Mike period layer, PSKI {'1': 6}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,3DDAD128-0CA5-2DF7-6955-84142DE3B951,Bob Pratt,OG,BAL,light,light,archive fallback — not in Mike
1979,09CC54FF-2B9C-FB83-92B3-7354CC71DB01,Bob Van Duyne,OT,BAL,light,light,"Mike period layer, PSKI {'0': 2, '1': 2}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,7E713356-EEFF-BC90-4599-CADB20156EA0,Brian DeRoo,WR,BAL,light,light,archive fallback — not in Mike
1979,1E973217-861B-87ED-02ED-1DBE10296585,Bruce Laird,S,BAL,light,light,"Mike period layer, PSKI {'1': 3, '0': 4}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,54547EA1-23FD-387F-62EE-BA2476FAA7A9,Bucky Dilts,P,BAL,light,light,"Mike period layer, PSKI {'0': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,BD1B816C-B967-1A29-4EEA-77CF4C9DC421,David Taylor,OT,BAL,light,light,"Mike period layer, PSKI {'1': 2, '0': 1}, files ['1976Roster.PLAY.csv', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,FE363726-4A89-47E5-9FD5-B8A0F7686E00,Don Hardeman,RB,BAL,dark,dark,"Mike period layer, PSKI {'5': 2}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.']"
1979,4A39AF0E-87B4-008F-67FE-B8A27DA4A728,Don McCauley,RB,BAL,light,light,"Mike period layer, PSKI {'2': 3, '1': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,9207EC90-F945-48F3-9BA7-F982EEC6A3A9,Doug Nettles,CB,BAL,dark,dark,"Mike period layer, PSKI {'3': 2, '5': 1}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,C971ADC1-8522-D445-B6F5-E18FEE388D39,Dwight Harrison,CB,BAL,dark,dark,"Mike period layer, PSKI {'5': 7}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,D6C29D3F-BC38-4156-E838-8BDA5ABE8A59,Ed Simonini,MLB,BAL,light,light,"Mike period layer, PSKI {'0': 2, '1': 2}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,25F979B1-8E07-46FD-9673-5FAF1DF92F67,Fred Cook,DE,BAL,dark,dark,"Mike period layer, PSKI {'5': 6}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,CEE5B458-1C79-0173-F38D-B8B48924BCE6,Glenn Doughty,WR,BAL,dark,dark,"Mike period layer, PSKI {'5': 4}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,EB7DCD63-5471-F4FA-FC5C-035ADAD679CA,Greg Fields,DE,BAL,dark,dark,"Mike period layer, PSKI {'5': 1}, files ['Mike-USFL_WFL.PLAY.c']"
1979,9CC33F48-A753-4B70-3737-2FA63085B433,Greg Landry,QB,BAL,light,light,"Mike period layer, PSKI {'1': 3, '0': 4}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,CDD59659-2E75-921B-2226-3E7BE2D8C65F,Herb Orvis,DT,BAL,dark,dark,archive fallback — not in Mike
1979,5D31A7A5-4AE5-815D-AA91-E953EA8ECB09,Jeff Hart,OT,BAL,dark,light,"Mike period layer, PSKI {'0': 2}, files ['1976Roster.PLAY.csv', 'Mike-USFL_WFL.PLAY.c']"
1979,B9069CBB-0022-2684-4896-21C5039FF3C3,Jerry Golsteyn,QB,BAL,light,light,"Mike period layer, PSKI {'1': 1}, files ['1978Roster (1).PLAY.']"
1979,10DD9DAF-8494-23EE-AAB7-B674A1E5AFC8,Jim Krahl,DT,BAL,light,light,"Mike period layer, PSKI {'0': 1}, files ['1978Roster (1).PLAY.']"
1979,8B525EB4-8C67-2353-47F7-F2702928BF1B,Joe Ehrmann,DT,BAL,light,light,"Mike period layer, PSKI {'1': 3}, files ['1976Roster.PLAY.csv', 'Mike-NFL1975-1979.PL', 'Mike-USFL_WFL.PLAY.c']"
1979,D6926B03-55CA-0269-3399-E5533E9110C6,Joe Washington,RB,BAL,dark,dark,"Mike period layer, PSKI {'4': 9, '5': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,E53CD1CD-1A58-3CCC-A820-4A18A4687397,Ken Huff,OG,BAL,light,light,"Mike period layer, PSKI {'0': 4, '1': 2}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,B476BCE6-22F1-8AB7-9D17-D5A8A4B1E5ED,Ken Mendenhall,C,BAL,dark,light,"Mike period layer, PSKI {'1': 3, '0': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,74EF2F23-61C5-82BF-D0F1-6E80D7D43B3C,Larry Braziel,CB,BAL,dark,dark,archive fallback — not in Mike
1979,01EBAB9D-0D94-8C46-5E9B-A77DE8C14CCC,Lee Gross,C,BAL,light,light,"Mike period layer, PSKI {'0': 1}, files ['1976Roster.PLAY.csv']"
1979,0EFE8DEC-0623-3F79-BE77-E0758C687CD3,Lyle Blackwood,S,BAL,dark,light,"hand-verified by photograph (Ryan, 2026-09-03), protected"
1979,BD8D189F-FB9C-C44F-8677-1F1DBB19852C,Mack Alston,TE,BAL,dark,dark,"Mike period layer, PSKI {'5': 6, '4': 2}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,652EDD8F-D050-F97C-95A4-3A2CF0DACC21,Mike Barnes,DT,BAL,light,light,"Mike period layer, PSKI {'1': 4, '0': 2}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,E28CC6E7-1772-9129-0AB3-E9BF59C641E7,Mike Ozdowski,DE,BAL,light,light,"Mike period layer, PSKI {'0': 1}, files ['1978Roster (1).PLAY.']"
1979,7692C511-A571-0458-7D61-9BC096D6592E,Mike Siani,WR,BAL,light,light,"Mike period layer, PSKI {'1': 14}, files ['1966Roster (1).PLAY.', '1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,2012F848-BAF0-174D-B9C0-B825AF28F065,Mike Woods,OLB,BAL,dark,dark,archive fallback — not in Mike
1979,483AAAAF-18C0-3586-D3F1-C6E8128DFEFD,Nesby Glasgow,S,BAL,dark,dark,"Mike period layer, PSKI {'4': 2}, files ['Mike-NFL1970-1974.PL', 'Mike-NFL1980-1989.PL']"
1979,FB042B08-CD36-5DDC-483A-A24A991A24B7,Norm Thompson,CB,BAL,dark,dark,"Mike period layer, PSKI {'3': 6}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,25E088EE-7162-74DD-8575-CD549D660ACE,Randy Burke,WR,BAL,light,light,"Mike period layer, PSKI {'0': 1}, files ['1978Roster (1).PLAY.']"
1979,9C82A194-050B-67FF-7276-821C6DDE4617,Reese McCall,TE,BAL,dark,dark,"Mike period layer, PSKI {'5': 1}, files ['1978Roster (1).PLAY.']"
1979,1626DFE3-FF46-3969-4200-44F27F892B64,Reggie Pinkney,CB,BAL,dark,dark,archive fallback — not in Mike
1979,466288F3-E199-BB85-84C9-998FAD3B3AEA,Roger Carr,WR,BAL,light,light,"Mike period layer, PSKI {'1': 2, '0': 4}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,82C556E0-1B2D-DB73-DC7F-9F9D01854315,Ron Baker,OG,BAL,light,dark,"hand-verified by photograph (Ryan, 2026-09-03), protected"
1979,211AADD0-D4C3-6480-C3DB-4021ACC8F5CB,Ron Fernandes,DE,BAL,dark,light,"Mike period layer, PSKI {'1': 3}, files ['1976Roster.PLAY.csv', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,C4C7064D-0E93-DAC0-7643-99FD9037A339,Roosevelt Leaks,RB,BAL,dark,dark,"Mike period layer, PSKI {'5': 6}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,A31AEBAB-CF49-3398-8033-ED57924F17F8,Sanders Shiver,OLB,BAL,dark,dark,"Mike period layer, PSKI {'4': 2, '5': 5}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,D73CD500-9F2B-3EA7-3925-C0FA0A358CB8,Stan White,OLB,BAL,light,light,"Mike period layer, PSKI {'2': 2, '1': 8}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', '1996Roster.PLAY.csv', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,1B2DC1B8-09B3-2228-7990-5559725367A7,Steve Mike-Mayer,K,BAL,light,light,"Mike period layer, PSKI {'1': 3}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL']"
1979,BB6303DB-EAA8-5F9B-0597-DF979E12F57C,Steve Zabel,OLB,BAL,light,light,"Mike period layer, PSKI {'2': 8}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,5C5D1080-CB56-A3BF-B163-2C674C2CCFAC,Wade Griffin,OT,BAL,dark,light,"Mike period layer, PSKI {'0': 2, '1': 1}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,35F105C2-38EC-BFCA-D300-0B375EC05DDA,Ben Williams,DE,BUF,dark,dark,"Mike period layer, PSKI {'4': 4, '5': 2}, files ['1966Roster (1).PLAY.', '1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,D854F972-32CD-E90A-2FDD-7DEB2FA2DC39,Bill Munson,QB,BUF,light,light,"Mike period layer, PSKI {'1': 10}, files ['1966Roster (1).PLAY.', '1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1941-1969.PL', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,3F7767C6-177D-1638-4DC9-499C95BB9A9A,Bob Chandler,WR,BUF,light,light,"Mike period layer, PSKI {'1': 9, '0': 2}, files ['1966Roster (1).PLAY.', '1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,4CC7C8DC-E4B7-6731-D554-88525F5B70DC,Charles Romes,CB,BUF,dark,dark,"Mike period layer, PSKI {'4': 2, '5': 2}, files ['1966Roster (1).PLAY.', '1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,1F7425B8-4B84-64FD-BEC9-9C81380E891D,Chris Keating,OLB,BUF,light,light,archive fallback — not in Mike
1979,A025B961-D0F2-7553-082C-B190D47701E6,Curtis Brown,RB,BUF,dark,dark,"Mike period layer, PSKI {'4': 2, '5': 2}, files ['1966Roster (1).PLAY.', '1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,C6AACC0B-929D-86FF-2877-93DF86BE6CDB,Dan Jilek,OLB,BUF,light,light,"Mike period layer, PSKI {'0': 2, '1': 1}, files ['1966Roster (1).PLAY.', '1976Roster.PLAY.csv', '1978Roster (1).PLAY.']"
1979,C45B35DB-E4D1-5922-025A-1882F647F037,Dan Manucci,QB,BUF,dark,dark,archive fallback — not in Mike
1979,1F936CA4-6879-8E0B-6185-99D5F555F66E,Danny Fulton,WR,BUF,dark,dark,archive fallback — not in Mike
